Primary Key,Order No,Order Date,Manufacturer,Product Category,Model Year,Serial Number,Complaint,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Complaint_Clean,Correction_Clean,Order No,Part Manufacturer,Part Description,Revenue,Actual Hours,Cost,Cost_Per_Hour,Year,Month
SO0058466-2,SO0058466,2023-05-05,PASEIH,SPRAYS,0,YPT056717,OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,KUNDENDIENSTRUF 14 MEILEN. O-RING AN DER SCHNELLVERBINDUNG MIT MÄNNLICHEM AUSSCHLUSS. DIE TEILE BILDEN DIESE SCHNELLKUPPLUNG NICHT AB. DEMONTIEREN UND O-RING PASSEN. HYDRAULIKBEHÄLTER AUFFÜLLEN. LAUFTEST.,Not Mentioned - Chassis,"Right Rear Axle Sensor - No Fix Condition, Left Rear Axle Adjust Sensor - No Fix Condition, Alarm - No Fix Condition, Left Rear Wheel Motor - No Fix Condition, Left Front Wheel Motor - No Fix Condition, Right Rear Wheel Motor - No Fix Condition",OIL DRIPPING FROM BOTTOM OF MACHINEPICTURES INCLUDED,KUNDENDIENSTRUF 14 MEILEN. O-RING AN DER SCHNELLVERBINDUNG MIT MÄNNLICHEM AUSSCHLUSS. DIE TEILE BILDEN DIESE SCHNELLKUPPLUNG NICHT AB. DEMONTIEREN UND O-RING PASSEN. HYDRAULIKBEHÄLTER AUFFÜLLEN. LAUFTEST.,SO0058466,PASE,ORING,0.0,1.52,0.0,0.0,2023,5
SO0058466-3,SO0058466,2023-05-16,PASEIH,SPRAYS,0,YPT056185,OIL LEAK,LKW beladen und zum Spritzgerät gefahren. Bin zum Spritzgerät gekommen und habe mit der Suche nach einem Leck begonnen. O-Ring-Stück wurde aus der Armatur herausragt. Abgekuppelter Schlauch von der Armatur entfernt. Armatur vom Adapter entfernt. Beschädigter O-Ring nachgeschlagen. Teilenummer des Orings stimmte mit dem O-Ring aus dem Kit auf T überein,Not Mentioned - Not Mentioned,"Drybox - No Fix Condition, Drybox - Deactivated, Drybox - Reset, Liquid System - Activated, Chassis Liquid System - Reconnected",OIL LEAK,LKW beladen und zum Spritzgerät gefahren. Bin zum Spritzgerät gekommen und habe mit der Suche nach einem Leck begonnen. O-Ring-Stück wurde aus der Armatur herausragt. Abgekuppelter Schlauch von der Armatur entfernt. Armatur vom Adapter entfernt. Beschädigter O-Ring nachgeschlagen. Teilenummer des Orings stimmte mit dem O-Ring aus dem Kit auf T überein,SO0058466,PASE,OIL HV46 5GAL HYDRAULIC,240.24,6.9199,169.0099,24.07582729098705,2023,5
SO0058466-4,SO0058466,2023-05-16,PASEIH,SPRAYS,0,YPT056185,HARNESS BROKE,"Ich war auf dem Bauernhof unterwegs und habe den NCV-Kabelbaum am linken Ausleger zwischen dem äußeren Ausleger und der mittleren Auslegerfalte ausgetauscht, weil der Hauptausleger gerissen war. Ich habe die NCVs an diesem Kabelbaum ausgehängt und die Reißverschlüsse durchgeschnitten. Ich habe den alten Kabelbaum entfernt und einen neuen Kabelbaum installiert. Ich habe einen Reißverschluss",Calibration Issue - Drive System,Block - Replaced,HARNESS BROKE,"Ich war auf dem Bauernhof unterwegs und habe den NCV-Kabelbaum am linken Ausleger zwischen dem äußeren Ausleger und der mittleren Auslegerfalte ausgetauscht, weil der Hauptausleger gerissen war. Ich habe die NCVs an diesem Kabelbaum ausgehängt und die Reißverschlüsse durchgeschnitten. Ich habe den alten Kabelbaum entfernt und einen neuen Kabelbaum installiert. Ich habe einen Reißverschluss",SO0058466,PASE,HARNESS  WIRE,670.32,5.6299,415.3,72.47944990313968,2023,5
SO0058466-5,SO0058466,2023-05-16,PASEIH,SPRAYS,0,YPT056185,RINSE TANK LEAK,"GESAMTMEILEN: 160 KM IN: 181342 KM AUS: 181502 STANDORT: 1701 US HWY 14 W HURON SD BIS 43,76885, -98,97190 FAHRZEIT BIS NICHT INSPEKTIERT SCHAUROHR AUF LECK. ROHR LECKT AUS DEN ANSCHLÜSSEN. ALTES ROHR VON OBEN UND GELÖST UNTERER ANSCHLUSS. GEREINIGT ","Communication Loss - Not Mentioned, Not Mentioned - Not Mentioned",Harness - Repaired,RINSE TANK LEAK,"GESAMTMEILEN: 160 KM IN: 181342 KM AUS: 181502 STANDORT: 1701 US HWY 14 W HURON SD BIS 43,76885, -98,97190 FAHRZEIT BIS NICHT INSPEKTIERT SCHAUROHR AUF LECK. ROHR LECKT AUS DEN ANSCHLÜSSEN. ALTES ROHR VON OBEN UND GELÖST UNTERER ANSCHLUSS. GEREINIGT",SO0058466,PASE,HOSE,13.17,3.0,9.29,2.996774193548387,2023,5
SO0058466-6,SO0058466,2023-05-23,PASEIH,SPRAYS,2023,YPT056732,THE LIGHTS ON BOOM CLOSES TO CENTER PIVOT WERE MOUNTED UNDER SPRAY TIPS. SPRAY PATTERN WAS MESSED UP.AUTO FOLD AND AUTO BOOM WAS NOT SET . RIGHT BOOM WAS LOW FOR BOTH FUNCTIONS. THE CENTER BOOM ALSO HAD TO BE SET. LEFT BOOM HAD A LEAK AT A CONNECTOR.  THE,Bewegte Lichter am Ausleger montiert. HERAUS UNTER DER SPRITZDÜSE. BEI PRODUKTLECK DES LINKEN AUSLEGERS DIE VERBINDUNG FESTZIEHEN. BEI LECK DES KEGELKÖRPERS ZIELKÖRPER DEMONTIEREN. KUNSTSTOFF TEILWEISE ENTFERNEN. DEACON-LICHT INSTALLIERT.,Inoperative - Suspension,Manifold - Replaced,THE LIGHTS ON BOOM CLOSES TO CENTER PIVOT WERE MOUNTED UNDER SPRAY TIPS. SPRAY PATTERN WAS MESSED UP.AUTO FOLD AND AUTO BOOM WAS NOT SET . RIGHT BOOM WAS LOW FOR BOTH FUNCTIONS. THE CENTER BOOM ALSO HAD TO BE SET. LEFT BOOM HAD A LEAK AT A CONNECTOR.  THE,Bewegte Lichter am Ausleger montiert. HERAUS UNTER DER SPRITZDÜSE. BEI PRODUKTLECK DES LINKEN AUSLEGERS DIE VERBINDUNG FESTZIEHEN. BEI LECK DES KEGELKÖRPERS ZIELKÖRPER DEMONTIEREN. KUNSTSTOFF TEILWEISE ENTFERNEN. DEACON-LICHT INSTALLIERT.,SO0058466,PASE,ANTIFREEZE 1 GAL,19.0,25.599900000000005,11.46,0.445916131969385,2023,5
SO0058466-7,SO0058466,2023-05-23,PASEIH,SPRAYS,2023,YPT056732,INSTALL 5 WAY NOZZLE BODIES,65 5-WEGE-DÜSENKÖRPER INSTALLIEREN. 7 DER 5-WEGE-DÜSENKÖRPER KONNTEN NICHT INSTALLIERT WERDEN. Wegen der Freigabeprobleme.  Legen Sie zusätzliche Körper in den Werkzeugkasten. WIR HABEN 1 KÖRPER AUF BESTELLUNG. ES WAR KAPUTT.,Inoperative - Tarp,"Control Box - Replaced, Fuse - Tested",INSTALL 5 WAY NOZZLE BODIES,65 5-WEGE-DÜSENKÖRPER INSTALLIEREN. 7 DER 5-WEGE-DÜSENKÖRPER KONNTEN NICHT INSTALLIERT WERDEN. Wegen der Freigabeprobleme.  Legen Sie zusätzliche Körper in den Werkzeugkasten. WIR HABEN 1 KÖRPER AUF BESTELLUNG. ES WAR KAPUTT.,SO0058466,PASE,SPRAY,38.8,10.8599,26.68,2.4343287803720837,2023,5
SO0058466-8,SO0058466,2023-05-23,PASEIH,SPRAYS,2023,YPT056732,LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,"Der Schlauch konnte nicht vom T-Stück getrennt werden. SCHLAUCH, DER AM T-STÜCK BEFESTIGT IST, ENTFERNT. VERSUCHT, DEN SCHLAUCH MIT T-VERSCHLUSS AUS DEM SCHRAUBSTOCK ZU ENTFERNEN. Der Schlauch konnte nicht weit genug hineingeschoben werden, um die Haltefinger freizugeben. Ich habe dann versucht, das Kupplungsende abzuschrauben. Bestellen Sie den passenden Schlauch","Broken - Harness, Failed - Sensor","Harness - Repaired, Sensor - Sent",LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,"Der Schlauch konnte nicht vom T-Stück getrennt werden. SCHLAUCH, DER AM T-STÜCK BEFESTIGT IST, ENTFERNT. VERSUCHT, DEN SCHLAUCH MIT T-VERSCHLUSS AUS DEM SCHRAUBSTOCK ZU ENTFERNEN. Der Schlauch konnte nicht weit genug hineingeschoben werden, um die Haltefinger freizugeben. Ich habe dann versucht, das Kupplungsende abzuschrauben. Bestellen Sie den passenden Schlauch",SO0058466,PASE,HOSE,64.1299,4.7899,64.1299,13.114767173152826,2023,5
SO0058480-1,SO0058480,2023-05-23,PASEIH,SPRAYS,2023,YPT056732,LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,"Der Schlauch konnte nicht vom T-Stück getrennt werden. SCHLAUCH, DER AM T-STÜCK BEFESTIGT IST, ENTFERNT. VERSUCHT, DEN SCHLAUCH MIT T-VERSCHLUSS AUS DEM SCHRAUBSTOCK ZU ENTFERNEN. Der Schlauch konnte nicht weit genug hineingeschoben werden, um die Haltefinger freizugeben. Ich habe dann versucht, das Kupplungsende abzuschrauben. Bestellen Sie den passenden Schlauch",Error Code - Engine,"Harness - Installed, Pressure Sensor - Installed",LEAKING OIL AT STEERING HAND PUMP.  SEE PICTURE,"Der Schlauch konnte nicht vom T-Stück getrennt werden. SCHLAUCH, DER AM T-STÜCK BEFESTIGT IST, ENTFERNT. VERSUCHT, DEN SCHLAUCH MIT T-VERSCHLUSS AUS DEM SCHRAUBSTOCK ZU ENTFERNEN. Der Schlauch konnte nicht weit genug hineingeschoben werden, um die Haltefinger freizugeben. Ich habe dann versucht, das Kupplungsende abzuschrauben. Bestellen Sie den passenden Schlauch",SO0058480,PASE,TEE  RUN,56.7,4.7899,56.7,11.595329147835335,2023,5
SO0058542-1,SO0058542,2023-05-31,PASEIH,SPRAYS,0,YPT057018,FUEL SENDER OPEN,"Begann mit der Fehlerbehebung beim Kraftstoffsendercode. CODES GEZOGEN UND FEHLERBEHEBUNG NACH ETIM BEFOLGT. HAUBE VON DER MASCHINE ENTFERNT. ÜBERPRÜFTE SPANNUNGEN UND KABEL. Fand sie gut. Die Anschlüsse wurden entfernt und überprüft, um sicherzustellen, dass die Stifte alle festsitzen und nicht beschädigt sind. WI","Leak - Tank, Dirty - Tube",No Component Mentioned - No Component Mentioned,FUEL SENDER OPEN,"Begann mit der Fehlerbehebung beim Kraftstoffsendercode. CODES GEZOGEN UND FEHLERBEHEBUNG NACH ETIM BEFOLGT. HAUBE VON DER MASCHINE ENTFERNT. ÜBERPRÜFTE SPANNUNGEN UND KABEL. Fand sie gut. Die Anschlüsse wurden entfernt und überprüft, um sicherzustellen, dass die Stifte alle festsitzen und nicht beschädigt sind. WI",SO0058542,PASE,SENSOR,429.0,2.8899,300.85,100.62209438442758,2023,5
SO0058616-1,SO0058616,2023-05-31,PASEIH,SPRAYS,0,YPT057018,OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden",Not Mentioned - Not Mentioned,Bracket - Installed,OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden",SO0058616,PASE,TUBE,0.0,3.5698,0.0,0.0,2023,5
SO0058617-1,SO0058617,2023-05-31,PASEIH,SPRAYS,0,YPT057018,OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden","Broken - Windshield, Not Mentioned - Window","Front Hood - Removed, Wiper Blade - Removed, Fuel Tank - Drained, DEF Tank - Drained, Front LED Roof Cap Light - Removed, Front Window - Installed",OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden",SO0058617,PASE,O-RING,1.53,3.5698,1.03,0.28066924628045126,2023,5
SO0058617-3,SO0058617,2023-05-31,PASEIH,SPRAYS,0,YPT057018,OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden",Leak - Axle,"Tire - Removed, Steering Cylinder - Removed, Air Suspension - Removed, Mount Plate - Removed",OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden",SO0058617,PASE,OIL HV46 5GAL HYDRAULIC,120.1201000000001,3.5698,90.62,24.693443784402422,2023,5
SO0058668-1,SO0058668,2023-05-31,PASEIH,SPRAYS,0,YPT057018,OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden","Leak - Bed, Loose - Bed",No Component Mentioned - No Component Mentioned,OIL LEAK NEAR RIGHT REAR TIRE,"Begann mit der Fehlerbehebung bei hydraulischem Leck. RAN-MASCHINE ZUM ERHITZEN VON ÖL. Fing mit der Inspektion an und stellte fest, dass Öl aus dem Rohr unter dem Motor in der Nähe des rechten Hinterrads austrat. SCHLAUCH, DER IN DAS ROHR GEHT, ENTFERNT UND O-RING ERSETZT. Neu installiert und festgestellt, dass es immer noch undicht ist. Ich habe diesen Schlauch gefunden",SO0058668,PASE,TUBE,79.9099,3.5698,56.3999,15.368657692517305,2023,5
SO0058674-1,SO0058674,2023-05-31,PASEIH,SPRAYS,0,YPT057018,HYDRAULIC LEAK,"Begann mit der Fehlerbehebung bei Öllecks. Es wurde festgestellt, dass es an der rechten Rahmenschiene unter dem Motor heruntertropfte. VERFOLGTER VERSUCH BIS ZUM KÜHLER. Es wurde festgestellt, dass das Anschlussstück an der Unterseite des Ölkühlers undicht war. Die Armatur wurde entfernt und es wurde festgestellt, dass darin kein O-Ring vorhanden war. O-RING INSTALLIERT. ANGEFESTIGT ",Leak - Axle,No Component Mentioned - No Component Mentioned,HYDRAULIC LEAK,"Begann mit der Fehlerbehebung bei Öllecks. Es wurde festgestellt, dass es an der rechten Rahmenschiene unter dem Motor heruntertropfte. VERFOLGTER VERSUCH BIS ZUM KÜHLER. Es wurde festgestellt, dass das Anschlussstück an der Unterseite des Ölkühlers undicht war. Die Armatur wurde entfernt und es wurde festgestellt, dass darin kein O-Ring vorhanden war. O-RING INSTALLIERT. ANGEFESTIGT",SO0058674,OLD POLLAND,O-RING,0.51,1.6599,0.32,0.18182851298369226,2023,5
SO0058674-2,SO0058674,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,HYDRAULIC LEAK,"KUNDENDIENST RUFEN SIE DIE MASCHINE AN, UM EINEN UNDICHTEN SCHLAUCH ZU FINDEN. GEFUNDEN, DASS DER SCHLAUCH MIT DER TEILENUMMER 90391635 UNDICHT WAR, WEGEN SCHLECHTER QUALITÄTSKONTROLLE IM WERK, NICHT FESTGESCHLOSSENE SCHLÄUCHE. O-RING FÜR SCHLAUCH 90391635 ERSETZT ",Leak - Fuel Tank,Fuel Tank - Replaced,HYDRAULIC LEAK,"KUNDENDIENST RUFEN SIE DIE MASCHINE AN, UM EINEN UNDICHTEN SCHLAUCH ZU FINDEN. GEFUNDEN, DASS DER SCHLAUCH MIT DER TEILENUMMER 90391635 UNDICHT WAR, WEGEN SCHLECHTER QUALITÄTSKONTROLLE IM WERK, NICHT FESTGESCHLOSSENE SCHLÄUCHE. O-RING FÜR SCHLAUCH 90391635 ERSETZT",SO0058674,PASE,OIL HV46 5GAL HYDRAULIC,184.8,2.6498999999999997,162.94,59.25306374777265,2023,5
SO0058675-2,SO0058675,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,HYDRAULIC LEAK,"KUNDENDIENST RUFEN SIE DIE MASCHINE AN, UM EINEN UNDICHTEN SCHLAUCH ZU FINDEN. GEFUNDEN, DASS DER SCHLAUCH MIT DER TEILENUMMER 90391635 UNDICHT WAR, WEGEN SCHLECHTER QUALITÄTSKONTROLLE IM WERK, NICHT FESTGESCHLOSSENE SCHLÄUCHE. O-RING FÜR SCHLAUCH 90391635 ERSETZT ",Leak - Fuel Tank,Left Fuel Tank - Reinstalled,HYDRAULIC LEAK,"KUNDENDIENST RUFEN SIE DIE MASCHINE AN, UM EINEN UNDICHTEN SCHLAUCH ZU FINDEN. GEFUNDEN, DASS DER SCHLAUCH MIT DER TEILENUMMER 90391635 UNDICHT WAR, WEGEN SCHLECHTER QUALITÄTSKONTROLLE IM WERK, NICHT FESTGESCHLOSSENE SCHLÄUCHE. O-RING FÜR SCHLAUCH 90391635 ERSETZT",SO0058675,PASE,KIT  SERVICE,52.8,2.6498999999999997,42.53,15.466016946070768,2023,5
SO0058682-1,SO0058682,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,HYD. LEAK ON HYD. TANK.,"SCHLAUCH VOM TANK ENTFERNEN. Überprüfen Sie, ob der O-Ring beschädigt ist und über der Montagefläche sitzt. NEU INSTALLIERT UND FESTGESETZT. Überprüfen Sie die anderen Armaturen am Tank. HABEN SIE EIN BILD VON DER PASSFORM, DIE NICHT FEST sitzt. ABER WAR NICHT UNDICHT. NACHGEFÜLLTER HYD. TANK MIT GAL. VON HYD. ÖL.","Missed - Planetary Gear, Missed - Thrust","Jam Nut - Retightened, Plug - Installed, No Component Mentioned - Drained, Tire - Removed",HYD. LEAK ON HYD. TANK.,"SCHLAUCH VOM TANK ENTFERNEN. Überprüfen Sie, ob der O-Ring beschädigt ist und über der Montagefläche sitzt. NEU INSTALLIERT UND FESTGESETZT. Überprüfen Sie die anderen Armaturen am Tank. HABEN SIE EIN BILD VON DER PASSFORM, DIE NICHT FEST sitzt. ABER WAR NICHT UNDICHT. NACHGEFÜLLTER HYD. TANK MIT GAL. VON HYD. ÖL.",SO0058682,PASE,OIL HV46 5GAL HYDRAULIC,184.8,4.1799,162.94,38.070982966891755,2023,5
SO0058682-2,SO0058682,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,Dirty - Tube,No Component Mentioned - No Component Mentioned,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,SO0058682,PASE,10 40 semi synthetic,163.8499,2.2098,124.12,53.73625422114469,2023,5
SO0058682-3,SO0058682,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,SO0058682,PASE,FILTER ELEMENT,39.81,2.2098,24.65,10.671919646722658,2023,5
SO0058682-7,SO0058682,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,SO0058682,PASE,FILTER  ENGINE OIL,163.0,2.2098,104.65,45.30695298294225,2023,5
SO0058682-8,SO0058682,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,50 HOUR SERVICE.  CHANGE HUB LUBE ON FOUR HUBS. PLUGGED LOOKED NORMAL FLASHING.CHANGE HYD. RETURN FILTER AND CHARGE FILTER. INSPECTED MACHINE. DID 100 HOUR SERVICE AS PER OPERATOR. CHANGE ENG. OIL AND FILTER.INSPECT MACHINE.,GEWARTETE NABEN UND HYD. FILTER 6 QT SPIRAX S4 CX 50 LUBE.   Habe es ab 5 Gallonen bekommen. EIMER. ERSETZT ENG. ÖL UND FILTER.  29 QT ENG. ÖL,SO0058682,PASE,FILTER  ELEMENT,182.0,2.2098,112.71,48.796432591566365,2023,5
SO0058682-9,SO0058682,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,going to freeze winterize,Produkttank und Spültank entleeren. Produktausleger und RECULATION-System ablassen. CHEMISCHEN INDUKTOR entleeren. Filterschalen entfernen und Filter reinigen. Filter neu installieren. Warten Sie auf das Frostschutzmittel für Wohnmobile.  Füllen Sie den Spültank mit 30 Gallonen. Frostschutzmittel für Wohnmobile.  Füllen Sie das Produkt mit dem R,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,going to freeze winterize,Produkttank und Spültank entleeren. Produktausleger und RECULATION-System ablassen. CHEMISCHEN INDUKTOR entleeren. Filterschalen entfernen und Filter reinigen. Filter neu installieren. Warten Sie auf das Frostschutzmittel für Wohnmobile.  Füllen Sie den Spültank mit 30 Gallonen. Frostschutzmittel für Wohnmobile.  Füllen Sie das Produkt mit dem R,SO0058682,PASE,NIPPLE,20.5,6.380000000000001,10.34,1.595679012345679,2023,5
SO0058694-1,SO0058694,2023-05-31,PASEIH,SPRAYS,2023,YPT056751,going to freeze winterize,Produkttank und Spültank entleeren. Produktausleger und RECULATION-System ablassen. CHEMISCHEN INDUKTOR entleeren. Filterschalen entfernen und Filter reinigen. Filter neu installieren. Warten Sie auf das Frostschutzmittel für Wohnmobile.  Füllen Sie den Spültank mit 30 Gallonen. Frostschutzmittel für Wohnmobile.  Füllen Sie das Produkt mit dem R,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,going to freeze winterize,Produkttank und Spültank entleeren. Produktausleger und RECULATION-System ablassen. CHEMISCHEN INDUKTOR entleeren. Filterschalen entfernen und Filter reinigen. Filter neu installieren. Warten Sie auf das Frostschutzmittel für Wohnmobile.  Füllen Sie den Spültank mit 30 Gallonen. Frostschutzmittel für Wohnmobile.  Füllen Sie das Produkt mit dem R,SO0058694,PICK,RV ANTI FREEZE,520.6599,6.380000000000001,368.5,56.86728395061728,2023,5
